BOARD_NAME,DIST_NAME,THANA_NAME,EIIN,COLLEGE_NA,SHIFT,VERSION,GROUP
DHAKA,DHAKA MAHANAGARI,BADDA,107825,BADDA GIRLS' HIGH SCHOOL AND COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,BADDA,107825,BADDA GIRLS' HIGH SCHOOL AND COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,BADDA,107825,BADDA GIRLS' HIGH SCHOOL AND COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,BADDA,107974,DHAKA IMPERIAL COLLEGE,Morning,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,BADDA,107974,DHAKA IMPERIAL COLLEGE,Morning,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,BADDA,107974,DHAKA IMPERIAL COLLEGE,Morning,Bangla,Science
DHAKA,DHAKA MAHANAGARI,BADDA,108021,SATARKUL SCHOOL & COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,BADDA,108021,SATARKUL SCHOOL & COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,BADDA,108021,SATARKUL SCHOOL & COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,BADDA,108022,ANANDA NAGAR ADARSHA SCHOOL AND COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,BADDA,108022,ANANDA NAGAR ADARSHA SCHOOL AND COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,BADDA,108022,ANANDA NAGAR ADARSHA SCHOOL AND COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,BADDA,131904,GULSHAN COMMERCE COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,BADDA,131945,NATIONAL COLLEGE,Morning,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,BADDA,131945,NATIONAL COLLEGE,Morning,Bangla,Science
DHAKA,DHAKA MAHANAGARI,BADDA,131945,NATIONAL COLLEGE,Morning,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,BADDA,134219,QUEEN MARY COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,BADDA,134219,QUEEN MARY COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,BADDA,134620,HARVARD INTERNATIONAL COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,BADDA,134620,HARVARD INTERNATIONAL COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,BADDA,134620,HARVARD INTERNATIONAL COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,BADDA,136285,UDAYAN IDEAL COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,BADDA,136285,UDAYAN IDEAL COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,BADDA,136285,UDAYAN IDEAL COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,BADDA,136858,MONPURA COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,BADDA,136858,MONPURA COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,BADDA,136858,MONPURA COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,BADDA,136913,ROTNOGORVA FARIDA ZAMAN SCHOOL & COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,BADDA,136913,ROTNOGORVA FARIDA ZAMAN SCHOOL & COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,BADDA,136913,ROTNOGORVA FARIDA ZAMAN SCHOOL & COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DAKSHINKHAN,107979,DHAKA PRESIDENCY COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DAKSHINKHAN,107979,DHAKA PRESIDENCY COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DAKSHINKHAN,107979,DHAKA PRESIDENCY COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DAKSHINKHAN,134195,MASCOT INNOVATIVE COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DAKSHINKHAN,134195,MASCOT INNOVATIVE COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DAKSHINKHAN,134195,MASCOT INNOVATIVE COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DAKSHINKHAN,136579,JATIR JANAK BANGABANDHU SHEIKH MUJIBUR RAHMAN GOVT. COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DAKSHINKHAN,136579,JATIR JANAK BANGABANDHU SHEIKH MUJIBUR RAHMAN GOVT. COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DAKSHINKHAN,136579,JATIR JANAK BANGABANDHU SHEIKH MUJIBUR RAHMAN GOVT. COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DAKSHINKHAN,136844,MILESTONE COLLEGE DAKSHINKHAN,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DAKSHINKHAN,136844,MILESTONE COLLEGE DAKSHINKHAN,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DAKSHINKHAN,136844,MILESTONE COLLEGE DAKSHINKHAN,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DAKSHINKHAN,137368,K C MODEL COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DAKSHINKHAN,137368,K C MODEL COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DAKSHINKHAN,137368,K C MODEL COLLEGE,Day,English,Business Studies
DHAKA,DHAKA MAHANAGARI,DAKSHINKHAN,137368,K C MODEL COLLEGE,Day,English,Science
DHAKA,DHAKA MAHANAGARI,DAKSHINKHAN,137368,K C MODEL COLLEGE,Day,English,Humanities
DHAKA,DHAKA MAHANAGARI,DAKSHINKHAN,137368,K C MODEL COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DEMRA,107867,BAWANY SCHOOL & COLLEGE,Morning,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DEMRA,107867,BAWANY SCHOOL & COLLEGE,Morning,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DEMRA,107867,BAWANY SCHOOL & COLLEGE,Morning,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DEMRA,107884,ALHAJ ABDUR RAZZAK ISLAMIA SCHOOL AND COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DEMRA,107884,ALHAJ ABDUR RAZZAK ISLAMIA SCHOOL AND COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DEMRA,107884,ALHAJ ABDUR RAZZAK ISLAMIA SCHOOL AND COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DEMRA,107908,DEMRA COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DEMRA,107908,DEMRA COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DEMRA,107908,DEMRA COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DEMRA,107910,RIZAUL KARIM CHOWDHURY COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DEMRA,107910,RIZAUL KARIM CHOWDHURY COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DEMRA,107910,RIZAUL KARIM CHOWDHURY COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DEMRA,107911,MATUAIL HAJI ABDUL LATIF BHUIYAN COLLEGE,Morning,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DEMRA,107911,MATUAIL HAJI ABDUL LATIF BHUIYAN COLLEGE,Morning,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DEMRA,107911,MATUAIL HAJI ABDUL LATIF BHUIYAN COLLEGE,Morning,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DEMRA,107912,ROKEYA AHSAN COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DEMRA,107912,ROKEYA AHSAN COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DEMRA,107912,ROKEYA AHSAN COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DEMRA,107913,RONGMALA AKBAR MOHILA COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DEMRA,107913,RONGMALA AKBAR MOHILA COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DEMRA,107913,RONGMALA AKBAR MOHILA COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DEMRA,107915,SHAMSUL HOQUE KHAN SCHOOL & COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DEMRA,107915,SHAMSUL HOQUE KHAN SCHOOL & COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DEMRA,107915,SHAMSUL HOQUE KHAN SCHOOL & COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DEMRA,107916,"SHAHID ZIA GIRLS' SCHOOL AND COLLEGE, JATRABARI",Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DEMRA,107916,"SHAHID ZIA GIRLS' SCHOOL AND COLLEGE, JATRABARI",Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DEMRA,107916,"SHAHID ZIA GIRLS' SCHOOL AND COLLEGE, JATRABARI",Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DEMRA,108481,"A. K. HIGH SCHOOL AND COLLEGE, DANIA",Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DEMRA,108481,"A. K. HIGH SCHOOL AND COLLEGE, DANIA",Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DEMRA,108481,"A. K. HIGH SCHOOL AND COLLEGE, DANIA",Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DEMRA,131457,IDEAL LABORATORY COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DEMRA,131457,IDEAL LABORATORY COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DEMRA,131457,IDEAL LABORATORY COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DEMRA,131759,VERSATILE MODEL COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DEMRA,131759,VERSATILE MODEL COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DEMRA,133965,DR. MAHBUBUR RAHMAN MOLLAH COLLEGE,Day,English,Science
DHAKA,DHAKA MAHANAGARI,DEMRA,133965,DR. MAHBUBUR RAHMAN MOLLAH COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DEMRA,133965,DR. MAHBUBUR RAHMAN MOLLAH COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DEMRA,133965,DR. MAHBUBUR RAHMAN MOLLAH COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DEMRA,133965,DR. MAHBUBUR RAHMAN MOLLAH COLLEGE,Morning,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DEMRA,133965,DR. MAHBUBUR RAHMAN MOLLAH COLLEGE,Morning,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DEMRA,133965,DR. MAHBUBUR RAHMAN MOLLAH COLLEGE,Morning,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DEMRA,134213,SHARULIA IDEAL GIRLS COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DEMRA,134213,SHARULIA IDEAL GIRLS COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DEMRA,134683,GOLAM MOSTAFA MODEL COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DEMRA,134683,GOLAM MOSTAFA MODEL COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DEMRA,134683,GOLAM MOSTAFA MODEL COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DEMRA,135190,E.HAQUE COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DEMRA,135190,E.HAQUE COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DEMRA,135190,E.HAQUE COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DEMRA,137057,DHAKA CHARTERED COMMERCE COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DEMRA,137057,DHAKA CHARTERED COMMERCE COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DEMRA,137057,DHAKA CHARTERED COMMERCE COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DEMRA,137075,RAFIQUL ISLAM SCHOOL & COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DEMRA,137075,RAFIQUL ISLAM SCHOOL & COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DEMRA,137075,RAFIQUL ISLAM SCHOOL & COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DEMRA,137604,DEMRA IDEAL COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DEMRA,137604,DEMRA IDEAL COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DEMRA,137604,DEMRA IDEAL COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DEMRA,138848,BANGLADESH GLORIOUS COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DEMRA,138848,BANGLADESH GLORIOUS COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DEMRA,138848,BANGLADESH GLORIOUS COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,107854,"NOUBAHINI COLLEGE, DHAKA",Morning,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,107854,"NOUBAHINI COLLEGE, DHAKA",Morning,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,107854,"NOUBAHINI COLLEGE, DHAKA",Morning,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,107855,ADAMJEE CANTONMENT COLLEGE,Morning,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,107855,ADAMJEE CANTONMENT COLLEGE,Morning,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,107855,ADAMJEE CANTONMENT COLLEGE,Morning,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,107855,ADAMJEE CANTONMENT COLLEGE,Morning,English,Science
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,107855,ADAMJEE CANTONMENT COLLEGE,Morning,English,Business Studies
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,107857,SHAHEED RAMIZ UDDIN CANTONMENT COLLEGE,Morning,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,107857,SHAHEED RAMIZ UDDIN CANTONMENT COLLEGE,Morning,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,107857,SHAHEED RAMIZ UDDIN CANTONMENT COLLEGE,Morning,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,107858,B A F SHAHEEN COLLEGE DHAKA,Morning,English,Business Studies
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,107858,B A F SHAHEEN COLLEGE DHAKA,Morning,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,107858,B A F SHAHEEN COLLEGE DHAKA,Morning,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,107858,B A F SHAHEEN COLLEGE DHAKA,Morning,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,107858,B A F SHAHEEN COLLEGE DHAKA,Morning,English,Science
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,107859,B. A. F. SHAHEEN COLLEGE (KURMITOLA),Morning,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,107859,B. A. F. SHAHEEN COLLEGE (KURMITOLA),Morning,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,107859,B. A. F. SHAHEEN COLLEGE (KURMITOLA),Morning,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,107859,B. A. F. SHAHEEN COLLEGE (KURMITOLA),Morning,English,Science
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,108543,"CIVIL AVIATION SCHOOL AND COLLEGE, KURMITOLA",Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,108543,"CIVIL AVIATION SCHOOL AND COLLEGE, KURMITOLA",Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,108543,"CIVIL AVIATION SCHOOL AND COLLEGE, KURMITOLA",Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,132090,DHAKA CANT. GIRLS PUBLIC SCHOOL & COLLEGE,Morning,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,132090,DHAKA CANT. GIRLS PUBLIC SCHOOL & COLLEGE,Morning,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,132090,DHAKA CANT. GIRLS PUBLIC SCHOOL & COLLEGE,Morning,English,Science
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,132143,SHAHEED BIR UTTAM LT ANWAR GIRLS' COLLEGE,Morning,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,132143,SHAHEED BIR UTTAM LT ANWAR GIRLS' COLLEGE,Morning,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,132143,SHAHEED BIR UTTAM LT ANWAR GIRLS' COLLEGE,Morning,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,132143,SHAHEED BIR UTTAM LT ANWAR GIRLS' COLLEGE,Morning,English,Science
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,133937,"BANGLADESH INTERNATIONAL SCHOOL & COLLEGE, MOHAKHALI",Morning,English,Science
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,133988,BARIDHARA SCHOLARS' INTERNATIONAL SCHOOL AND COLLEGE,Morning,English,Science
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,133988,BARIDHARA SCHOLARS' INTERNATIONAL SCHOOL AND COLLEGE,Morning,English,Business Studies
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,138185,NIRJHOR CANTONMENT PUBLIC SCHOOL & COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,138185,NIRJHOR CANTONMENT PUBLIC SCHOOL & COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DHAKA CANTONMENT,138186,"BANGLADESH INTERNATIONAL SCHOOL & COLLEGE, NIRJHOR",Morning,English,Science
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107962,GOVERNMENT LABORATORY HIGH SCHOOL,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107962,GOVERNMENT LABORATORY HIGH SCHOOL,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107963,KAKOLI HIGH SCHOOL & COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107963,KAKOLI HIGH SCHOOL & COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107963,KAKOLI HIGH SCHOOL & COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107971,IDEAL COLLEGE,Morning,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107971,IDEAL COLLEGE,Morning,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107971,IDEAL COLLEGE,Morning,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107972,DR. MALEKA COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107972,DR. MALEKA COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107972,DR. MALEKA COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107973,STAMFORD COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107973,STAMFORD COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107973,STAMFORD COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107975,DHAKA CITY COLLEGE,Morning,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107975,DHAKA CITY COLLEGE,Morning,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107975,DHAKA CITY COLLEGE,Morning,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107975,DHAKA CITY COLLEGE,Morning,English,Science
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107975,DHAKA CITY COLLEGE,Day,English,Business Studies
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107975,DHAKA CITY COLLEGE,Day,English,Science
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107975,DHAKA CITY COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107975,DHAKA CITY COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107975,DHAKA CITY COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107975,DHAKA CITY COLLEGE,Morning,English,Business Studies
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107976,UNIVERSITY WOMEN'S FEDERATION COLLEGE,Morning,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107976,UNIVERSITY WOMEN'S FEDERATION COLLEGE,Morning,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107976,UNIVERSITY WOMEN'S FEDERATION COLLEGE,Morning,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107977,DHAKA COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107977,DHAKA COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107977,DHAKA COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107980,DHAKA MOHILA COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107980,DHAKA MOHILA COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107980,DHAKA MOHILA COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107983,ZARINA SIKDER GIRLS' SCHOOL & COLLEGE,Morning,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107983,ZARINA SIKDER GIRLS' SCHOOL & COLLEGE,Morning,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107983,ZARINA SIKDER GIRLS' SCHOOL & COLLEGE,Morning,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107984,YWCA HIGHER SECONDARY GIRLS' SCHOOL,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107984,YWCA HIGHER SECONDARY GIRLS' SCHOOL,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107985,MEHERUNNESA GIRLS' HIGH SCHOOL AND COLLEGE,Morning,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107985,MEHERUNNESA GIRLS' HIGH SCHOOL AND COLLEGE,Morning,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DHANMONDI,107985,MEHERUNNESA GIRLS' HIGH SCHOOL AND COLLEGE,Morning,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DHANMONDI,108162,BIR SHRESHTHA MUNSHI ABDUR ROUF PUBLIC COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DHANMONDI,108162,BIR SHRESHTHA MUNSHI ABDUR ROUF PUBLIC COLLEGE,Morning,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DHANMONDI,108162,BIR SHRESHTHA MUNSHI ABDUR ROUF PUBLIC COLLEGE,Morning,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DHANMONDI,108162,BIR SHRESHTHA MUNSHI ABDUR ROUF PUBLIC COLLEGE,Morning,English,Science
DHAKA,DHAKA MAHANAGARI,DHANMONDI,108162,BIR SHRESHTHA MUNSHI ABDUR ROUF PUBLIC COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DHANMONDI,108162,BIR SHRESHTHA MUNSHI ABDUR ROUF PUBLIC COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DHANMONDI,108162,BIR SHRESHTHA MUNSHI ABDUR ROUF PUBLIC COLLEGE,Morning,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DHANMONDI,108250,NEW MODEL DEGREE COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DHANMONDI,108250,NEW MODEL DEGREE COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DHANMONDI,108250,NEW MODEL DEGREE COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DHANMONDI,133712,DHAKA PUBLIC SCHOOL & COLLEGE,Day,English,Humanities
DHAKA,DHAKA MAHANAGARI,DHANMONDI,133712,DHAKA PUBLIC SCHOOL & COLLEGE,Day,English,Business Studies
DHAKA,DHAKA MAHANAGARI,DHANMONDI,133712,DHAKA PUBLIC SCHOOL & COLLEGE,Day,Bangla,Science
DHAKA,DHAKA MAHANAGARI,DHANMONDI,133712,DHAKA PUBLIC SCHOOL & COLLEGE,Day,Bangla,Humanities
DHAKA,DHAKA MAHANAGARI,DHANMONDI,133712,DHAKA PUBLIC SCHOOL & COLLEGE,Day,Bangla,Business Studies
DHAKA,DHAKA MAHANAGARI,DHANMONDI,133712,DHAKA PUBLIC SCHOOL & COLLEGE,Day,English,Science
DHAKA,DHAKA MAHANAGARI,DHANMONDI,133717,SCHOLARS SCHOOL & COLLEGE,Day,English,Science
DHAKA,DHAKA MAHANAGARI,DHANMONDI,133717,SCHOLARS SCHOOL & COLLEGE,Day,English,Business Studies
